Unnamed: 0,iso3,country,year,hdi,life_expectancy,pop_millions,hdi_f,hdi_m,life_expec_f,life_expec_m,expec_yr_school,expec_yr_school_f,expec_yr_school_m,mean_yr_school,mean_yr_school_f,mean_yr_school_m,gross_inc_percap,gross_inc_percap_f,gross_inc_percap_m,gender_development,gender_inequality,secondary_education_f_%,secondary_education_m_%,seats_in_parliament_f_%,seats_in_parliament_m_%,labour_participation_f_%,labour_participation_m_%,co2_emission_tons,mat_footprint_percap_tons
429,BHR,Bahrain,2022,0.888,79.246,1.472233,0.847333815,0.90429854,80.497,78.242,16.29968071,17.0064106,15.73036003,11.04658985,10.78437042,11.17325974,48731.44564,22722.17852,64699.53364,0.937,0.181,79.90357208,83.08016205,22.5,77.5,42.43,85.77,26.05303892,20.3063
460,BGD,Bangladesh,2020,0.657,71.968,167.4209505,0.619430608,0.68291174,73.957,70.187,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,5822.800881,3272.145361,8413.176878,0.907,0.502,43.65986785,50.50793677,20.91690544,79.08309456,38.74,81.27,0.559159409,4.5993
461,BGD,Bangladesh,2021,0.662,72.381,169.356251,0.624948823,0.68795021,74.267,70.599,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,6220.542581,3518.545078,8966.290086,0.908,0.5,43.65986785,50.50793677,20.85714286,79.14285714,39.15,81.39,0.583152966,4.6834
462,BGD,Bangladesh,2022,0.67,73.698,171.1863725,0.63460476,0.694222638,76.012,71.514,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,6511.122178,3684.291333,9386.85327,0.914,0.498,43.65986785,50.50793677,20.85714286,79.14285714,39.15,81.39,0.583152966,4.6457
493,BRB,Barbados,2020,0.803,77.393,0.280693,0.808905971,0.786365511,79.21,75.418,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,13607.0609,11589.20874,15799.46219,1.029,0.296,95.72636154,86.27997705,29.41176471,70.58823529,58.6,65.51,4.394480803,
494,BRB,Barbados,2021,0.803,77.571,0.2811995,0.80903694,0.786891193,79.359,75.629,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,13484.80353,11472.1547,15669.59706,1.028,0.296,95.72636154,86.27997705,29.41176471,70.58823529,58.17,65.14,4.361308677,
495,BRB,Barbados,2022,0.809,77.706,0.281635,0.815370599,0.791955966,79.581,75.677,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,14810.23783,12594.97579,17213.53176,1.03,0.289,95.72636154,86.27997705,32.65306122,67.34693878,58.17,65.14,4.361308677,
526,BLR,Belarus,2020,0.8,72.513,9.6337405,0.803506582,0.795407223,77.866,67.306,14.26484013,14.2735796,14.25776958,12.24122445,12.26702163,12.20894866,18404.59728,14931.44965,22458.85069,1.01,0.1,98.37734548,99.45970879,34.70588235,65.29411765,65.68,75.46,6.130080322,
527,BLR,Belarus,2021,0.801,72.438,9.5781675,0.802012319,0.797846125,77.697,67.298,14.19456005,14.23575974,14.1560297,12.24122445,12.26702163,12.20894866,19104.25276,14840.45052,24090.59105,1.005,0.099,98.37734548,99.45970879,34.70588235,65.29411765,65.77,74.91,6.362198529,
528,BLR,Belarus,2022,0.801,73.246,9.5349545,0.801134982,0.798781621,78.384,68.09,13.98153019,13.91798019,14.04238033,12.24122445,12.26702163,12.20894866,18425.01061,14502.49303,23021.57386,1.003,0.096,98.37734548,99.45970879,34.70588235,65.29411765,65.79,75.26,6.362198529,
559,BEL,Belgium,2020,0.93,80.788,11.5617165,0.916491033,0.941164776,83.05,78.524,19.27527046,20.31361961,18.26885986,12.52857789,12.50440062,12.55379975,49491.02071,39038.49035,60213.11846,0.974,0.048,88.69869175,90.74669673,42.38095238,57.61904762,49.33,58.48,7.879573596,23.6834
560,BEL,Belgium,2021,0.938,81.879,11.6114195,0.926128726,0.9480966,84.296,79.434,18.94573975,19.9310894,17.99295044,12.52857789,12.50440062,12.55379975,52299.39967,41705.43835,63155.17745,0.977,0.048,88.69869175,90.74669673,42.85714286,57.14285714,50.04,59.11,8.23913942,26.5573
561,BEL,Belgium,2022,0.942,82.293,11.65593,0.928892167,0.9522897,84.367,80.16,18.94573975,19.9310894,17.99295044,12.52857789,12.50440062,12.55379975,53644.03854,43720.35057,63804.35597,0.975,0.044,88.69869175,90.74669673,44.28571429,55.71428571,50.8,59.54,8.23913942,26.5463
592,BLZ,Belize,2020,0.705,72.854,0.3949205,0.700176172,0.707172148,76.626,69.564,13.16993046,13.55453968,12.79092026,8.847599983,9.042070389,8.652890205,7500.307225,5600.603472,9374.216248,0.99,0.472,54.48728943,49.83901978,13.33333333,86.66666667,52.88,79.02,1.553044786,10.9114
593,BLZ,Belize,2021,0.698,70.47,0.400031,0.700386696,0.69602505,74.332,67.119,12.86993027,13.19169044,12.55362988,8.847599983,9.042070389,8.652890205,8509.834544,7158.687322,9844.665712,1.006,0.455,54.48728943,49.83901978,19.56521739,80.43478261,48.56,75.61,1.755038984,10.2974
594,BLZ,Belize,2022,0.7,70.962,0.4052725,0.691356814,0.704094307,74.685,67.721,12.42656994,12.80862045,12.05408001,8.847599983,9.042070389,8.652890205,9242.082259,6318.806742,12133.48464,0.982,0.454,54.48728943,49.83901978,19.56521739,80.43478261,48.56,75.61,1.755038984,9.775
625,BEN,Benin,2020,0.501,60.088,12.643123,0.45789616,0.542139059,61.485,58.693,10.30257988,9.462470055,11.12106991,3.137261725,2.059994265,4.401454468,3153.238346,2444.762911,3859.651396,0.845,0.65,9.189770574,21.49103186,7.228915663,92.77108434,53.22,68.44,0.61256226,4.5864
626,BEN,Benin,2021,0.502,59.821,12.996895,0.459314012,0.542774951,61.445,58.221,10.30257988,9.462470055,11.12106991,3.137261725,2.059994265,4.401454468,3304.543545,2527.037366,4079.359147,0.846,0.644,9.189770574,21.49103186,8.43373494,91.56626506,51.59,67.8,0.639583531,4.5276
627,BEN,Benin,2022,0.504,59.954,13.352864,0.461636484,0.544450366,61.676,58.265,10.30257988,9.462470055,11.12106991,3.137261725,2.059994265,4.401454468,3406.072937,2603.750395,4205.30987,0.848,0.649,9.189770574,21.49103186,7.407407407,92.59259259,51.59,67.8,0.639583531,4.4761
658,BTN,Bhutan,2020,0.675,71.609,0.772506,0.667532599,0.681308525,73.536,69.965,13.06449041,13.59799871,12.55190209,5.835794662,5.211722545,6.330068068,9896.599579,9443.670327,10298.29699,0.98,0.326,26.6817707,34.25285327,15.27777778,84.72222222,63.52,72.51,1.190618584,27.7915
659,BTN,Bhutan,2021,0.677,71.815,0.7774865,0.671331251,0.682830492,73.773,70.141,13.06449041,13.59799871,12.55190209,5.835794662,5.211722545,6.330068068,10240.74671,9994.606964,10459.47209,0.983,0.318,26.6817707,34.25285327,16.66666667,83.33333333,65.3,73.1,1.366198234,24.2373
660,BTN,Bhutan,2022,0.681,72.229,0.782455,0.669679955,0.690410405,74.152,70.57,13.06449041,13.59799871,12.55190209,5.835794662,5.211722545,6.330068068,10624.87388,9342.861603,11766.25908,0.97,0.334,26.6817707,34.25285327,15.71428571,84.28571429,53.48,73.45,1.366198234,24.7398
691,BOL,Bolivia (Plurinational State of),2020,0.691,64.467,11.936162,0.679965538,0.703713995,67.841,61.559,14.79598497,14.87067902,14.72076542,9.827750206,9.216730118,10.49209023,7592.079508,6294.236065,8879.442568,0.966,0.428,58.08000183,67.30000305,48.19277108,51.80722892,59.63,80.47,1.535359523,10.9194
692,BOL,Bolivia (Plurinational State of),2021,0.691,63.63,12.079472,0.67994778,0.702569006,66.8,60.879,15.02243817,15.13321182,14.90989854,9.827750206,9.216730118,10.49209023,7842.712067,6646.898023,9031.100417,0.968,0.42,58.40999985,69.51999664,48.19277108,51.80722892,71.21,84.74,1.798596826,11.4676
693,BOL,Bolivia (Plurinational State of),2022,0.698,64.928,12.22411,0.686215519,0.71118959,67.907,62.265,15.02243817,15.13321182,14.90989854,9.827750206,9.216730118,10.49209023,7987.842247,6726.868071,9242.926257,0.965,0.418,58.40999985,69.51999664,48.19277108,51.80722892,71.84,85.03,1.798596826,11.3196
724,BIH,Bosnia and Herzegovina,2020,0.776,76.225,3.3184075,0.751562612,0.797193667,78.414,74.04,13.25508976,13.68610001,12.84986973,10.53631973,9.778189659,11.35262966,14505.45237,10218.4967,18930.7646,0.943,0.137,82.73858643,94.02471924,24.56140351,75.43859649,36.71,59.23,6.277650692,13.7305
725,BIH,Bosnia and Herzegovina,2021,0.776,75.3,3.270943,0.75542636,0.794613833,77.53,73.108,13.2767601,13.76589012,12.81573009,10.53631973,9.778189659,11.35262966,15651.40053,11663.49449,19764.64754,0.951,0.131,82.73858643,94.02471924,24.56140351,75.43859649,40.64,61.67,6.095489894,13.5442
726,BIH,Bosnia and Herzegovina,2022,0.779,75.293,3.2335265,0.758684982,0.79727976,77.498,73.126,13.27705956,13.77554035,12.80607986,10.53631973,9.778189659,11.35262966,16571.41275,12419.85276,20853.11145,0.952,0.148,82.73858643,94.02471924,17.54385965,82.45614035,41.11,61.8,6.095489894,13.8976
757,BWA,Botswana,2020,0.701,65.647,2.546402,0.696475698,0.704786327,68.051,63.142,11.44906858,11.77595825,11.1322003,10.42,10.36,10.47,13261.31862,11513.89001,15054.61364,0.988,0.488,92.1,92.5,10.76923077,89.23076923,60.91,72.61,2.179938596,8.6523
758,BWA,Botswana,2021,0.68,61.141,2.588423,0.679303741,0.680547182,63.594,58.691,11.42568016,11.77283955,11.08065033,10.42,10.36,10.47,14101.88489,13188.27265,15039.05934,0.998,0.486,92.1,92.5,10.76923077,89.23076923,59.57,69.71,2.370748521,8.4483
759,BWA,Botswana,2022,0.708,65.913,2.630296,0.706553532,0.70818007,68.399,63.328,11.42568016,11.77283955,11.08065033,10.42,10.36,10.47,14841.57836,13675.9711,16036.5159,0.998,0.483,92.1,92.5,11.11111111,88.88888889,60.06,69.71,2.370748521,7.9684
790,BRA,Brazil,2020,0.758,74.009,213.1963035,0.754852672,0.758115943,77.375,70.7,15.44596004,15.93540001,14.97253036,8.278307638,8.486056479,8.039534208,13814.60236,10445.82413,17300.33784,0.996,0.409,66.66000366,63.59999847,14.30976431,85.69023569,50.25,71.04,2.084953124,17.86
791,BRA,Brazil,2021,0.756,72.75,214.326223,0.754503911,0.753557414,76.009,69.56,15.5788002,16.22303963,14.95001984,8.278307638,8.486056479,8.039534208,14342.1,11094.10847,17705.57406,1.001,0.405,67.40000153,64.97000122,14.81481481,85.18518519,52.37,72.87,2.319857519,17.0024
792,BRA,Brazil,2022,0.76,73.425,215.313498,0.758197177,0.758060299,76.596,70.296,15.5788002,16.22303963,14.95001984,8.278307638,8.486056479,8.039534208,14615.89235,11291.52637,18061.22633,1.0,0.391,67.40000153,64.97000122,17.50841751,82.49158249,53.75,73.64,2.319857519,17.0975
823,BRN,Brunei Darussalam,2020,0.827,74.795,0.441725,0.815776595,0.831265602,77.033,72.749,13.69861984,14.17733955,13.25224972,9.22,9.23,9.23,63422.3656,44890.28873,80687.86197,0.981,0.285,70.9,71.5,9.090909091,90.90909091,55.15,73.96,25.1330579,27.4462
824,BRN,Brunei Darussalam,2021,0.824,74.642,0.445373,0.814582916,0.830527703,76.881,72.602,13.69861984,14.17733955,13.25224972,9.22,9.23,9.23,60717.05667,44453.68018,75884.52135,0.981,0.283,70.9,71.5,9.090909091,90.90909091,54.89,71.65,25.37625765,28.8719
825,BRN,Brunei Darussalam,2022,0.823,74.551,0.4490015,0.81438208,0.828827421,76.791,72.509,13.69861984,14.17733955,13.25224972,9.22,9.23,9.23,59245.63485,44702.92641,72823.32823,0.983,0.279,70.9,71.5,9.090909091,90.90909091,54.89,71.65,25.37625765,37.8287
856,BGR,Bulgaria,2020,0.802,73.645,6.9791745,0.800574124,0.803120377,77.508,70.062,14.03666973,14.2948103,13.79265976,11.41318035,11.50780964,11.30865955,21652.93413,17096.5262,26490.1317,0.997,0.204,94.88394165,96.54078674,26.66666667,73.33333333,49.2,62.45,5.234658824,14.1809
857,BGR,Bulgaria,2021,0.796,71.798,6.8858675,0.79387899,0.797286179,75.482,68.435,13.86802959,14.12744999,13.62205982,11.41318035,11.50780964,11.30865955,23725.05105,18799.98591,28955.64807,0.996,0.209,94.88394165,96.54078674,23.75,76.25,49.05,62.02,6.14038782,15.9277
858,BGR,Bulgaria,2022,0.799,71.528,6.781953,0.796689706,0.800341486,75.08,68.278,13.86802959,14.12744999,13.62205982,11.41318035,11.50780964,11.30865955,25920.80375,20700.00207,31466.04791,0.995,0.206,94.88394165,96.54078674,24.16666667,75.83333333,50.57,63.11,6.14038782,16.5341
889,BFA,Burkina Faso,2020,0.446,59.731,21.522626,0.415457663,0.472463463,61.598,57.787,8.777890205,8.711700439,8.846420288,2.318685239,1.634014826,3.090802176,1978.05252,1432.749847,2527.701039,0.879,0.627,11.1812398,20.34372055,6.299212598,93.7007874,30.64,44.63,0.241332075,2.5999
890,BFA,Burkina Faso,2021,0.445,59.27,22.1006835,0.415146563,0.471982279,60.99,57.474,8.733340263,8.751199722,8.720780373,2.318685239,1.634014826,3.090802176,2059.353254,1470.538559,2652.408029,0.88,0.627,11.1812398,20.34372055,6.299212598,93.7007874,27.54,40.97,0.266000829,2.5363
891,BFA,Burkina Faso,2022,0.438,59.766,22.673762,0.408973007,0.464030731,61.505,57.953,8.091560364,8.18846035,8.001529694,2.318685239,1.634014826,3.090802176,2036.997179,1453.770925,2624.118024,0.881,0.577,11.1812398,20.34372055,16.90140845,83.09859155,27.54,40.97,0.266000829,2.4607
922,BDI,Burundi,2020,0.419,61.566,12.2202265,0.41247794,0.426658789,63.675,59.465,9.966378953,10.19314993,9.747024594,3.305215598,2.636837474,4.066341066,715.9823911,721.8421116,710.0386099,0.967,0.501,8.178422559,13.76234396,38.88888889,61.11111111,78.25,78.94,0.060209193,1.844
923,BDI,Burundi,2021,0.419,61.663,12.551213,0.403687174,0.435493523,63.609,59.711,9.966378953,10.19314993,9.747024594,3.305215598,2.636837474,4.066341066,716.4907921,639.7495802,794.3112574,0.927,0.501,8.178422559,13.76234396,38.88888889,61.11111111,77.99,79.12,0.063739656,1.67
924,BDI,Burundi,2022,0.42,61.977,12.8895765,0.404064715,0.436317438,63.868,60.077,9.966378953,10.19314993,9.747024594,3.305215598,2.636837474,4.066341066,712.0260007,635.6426737,789.4561469,0.926,0.499,8.178422559,13.76234396,38.88888889,61.11111111,77.99,79.12,0.063739656,1.6002
955,CPV,Cabo Verde,2020,0.649,74.808,0.58264,0.641179163,0.652923535,79.16,70.333,11.53066323,11.77959971,11.28772218,6.09003905,5.807281856,6.329140157,6095.131454,4670.952119,7534.793937,0.982,0.351,28.82934555,31.68248541,25.0,75.0,48.58,63.61,0.886688178,
956,CPV,Cabo Verde,2021,0.65,74.052,0.587925,0.641171958,0.653541344,78.457,69.589,11.53066323,11.77959971,11.28772218,6.09003905,5.807281856,6.329140157,6499.392743,4901.415651,8115.058055,0.981,0.326,28.82934555,31.68248541,38.88888889,61.11111111,46.71,62.76,0.950563422,
957,CPV,Cabo Verde,2022,0.661,74.722,0.5931495,0.651791582,0.664166564,79.011,70.29,11.53066323,11.77959971,11.28772218,6.09003905,5.807281856,6.329140157,7601.085433,5731.943011,9491.323885,0.981,0.325,28.82934555,31.68248541,38.88888889,61.11111111,46.71,62.76,0.950563422,
988,KHM,Cambodia,2020,0.596,70.416,16.3968605,0.573872126,0.619654434,72.724,67.999,11.56094805,11.32613074,11.79576536,4.997735023,4.123239994,6.039839983,4101.153172,3594.309207,4618.352351,0.926,0.489,14.88186502,27.28203011,18.71657754,81.28342246,77.13,87.87,1.16084421,8.7491
989,KHM,Cambodia,2021,0.596,69.584,16.5890235,0.576549498,0.616734568,72.291,66.819,11.56094805,11.32613074,11.79576536,5.197100163,4.373630047,6.200459957,4124.445747,3650.585638,4607.820342,0.935,0.484,16.44873047,29.0128994,19.78609626,80.21390374,73.73,85.82,1.213483157,10.8103
990,KHM,Cambodia,2022,0.6,69.896,16.7678425,0.576517877,0.622698032,72.622,67.117,11.56094805,11.32613074,11.79576536,5.197100163,4.373630047,6.200459957,4291.113168,3562.784253,5034.254198,0.926,0.486,16.44873047,29.0128994,19.2513369,80.7486631,73.73,85.82,1.213483157,10.8996
